Key,Value
8531,"当皇帝可能会宣布再次增加税收时。[/记录]
寺庙半价加持的时候。[/记录]
当皇帝的使者走遍泰姆瑞尔时，主要是宣布新的税收。[/记录]
逛寺庙的好时机，如果不介意排队的话，祈福半价。[/记录]
如有要求，捐献给寺庙祈福的价格是平时价格的一半。[/结束]","when the Emperor will probably announce yet another tax increase.[/record]
when the temple offers blessings for half price.[/record]
when the Emperor's heralds go all over Tamriel, mostly to announce new taxes.[/record]
a good time to visit the temple if you don't mind the lines, blessing are half price.[/record]
when requested donations for blessings at the temple are at half their usual price.[/end]"
8617,"门口的守卫用无聊的声音说道：[/center]
“所有与 Akorithi 女王有业务往来的人[/center]
从大厅后面的门进去[/center]
在右侧。”[/center]
[/结尾]","The guard by the door intones in a bored voice,[/center]
""All those having business with Queen Akorithi[/center]
pass through the door at the back of the hall[/center]
on the right hand side.""[/center]
[/end]"
104,"您已签约消费。[/center]
你的意志力、敏捷性和力量[/center]
会慢慢离开你，直到你[/center]
治愈或死亡。[/center]
[/结尾]","You have contracted Consumption.[/center]
Your willpower, agility, and strength[/center]
will slowly leave you, until you are[/center]
cured or you die.[/center]
[/end]"
255,你从哪里来？[/结束],From where dost thou hail?[/end]
263,"“这种无休止的讨价还价已经够了。你[/center]
显然非常需要。通常我会[/center]
付出的少得多，但为了你我会[/center]
提供%a金币。”[/center]
[/记录]
“听着，我会给你绝对的[/center]
我可以在不丢失衬衫的情况下最大限度地做到这一点。[/center]
这是%一块金子。拿去告诉大家[/center]
你的朋友们，你欺骗了我。”[/center]
[/记录]
“我会给出我只提供给我的[/中心]的价格
最亲密的朋友和家人。市场[/中心]
其价值要小得多，但是[/center]
我想我可以给你%一块金币。”[/record]
“不错，不错。我会给大多数人[/center]
少一点，但对你来说，%a 黄金。这就是我的[/中心]
绝对最优报价。[/center]
[/结尾]","""Enough of this endless dickering. You are[/center]
obviously in great need. Normally I would[/center]
pay far less, but for you I will[/center]
offer %a gold.""[/center]
[/record]
""Listen, I will offer you the absolute[/center]
maximum I can without losing my shirt.[/center]
Here is %a gold. Take it and tell all[/center]
your friends you cheated me.""[/center]
[/record]
""I'll give the price I only offer to my[/center]
closest friends and family. The market[/center]
value of that is much less, but[/center]
I think I can give you %a gold.""[/record]
""Not bad, not bad. I'd give most people[/center]
less, but for you, %a gold. That's my[/center]
absolute best offer.[/center]
[/end]"
291,"我是否理解为您想要[/left]
存入所有信用证吗？[/结束]","Am I to understand that you would like to[/left]
deposit all of your letters of credit?[/end]"
481,"今天是%dat，召唤日[/center]
对于 %dae。 %pcn，你希望吗[/center]
通过召唤来冒着生命和灵魂的危险[/center]
%dae 进入我们的平凡世界？[/center]
[/结尾]","Today is %dat, the day of summoning[/center]
for %dae. Do you, %pcn, wish[/center]
to risk you life and very soul by summoning[/center]
%dae into our mundane world?[/center]
[/end]"
1277,"跳跃[/中心]
持续时间：%bdr + %adr 每 %cld 级别[/center]
几率：每 %clc 等级 %bch + %ach[/center]
震级：%1bm - %2bm + %1am - %2am[/center]
每 %clm 级别[/center]
“导致目标以两倍自然能力跳跃。[/center]
施法后，法术在 %bdr 轮内保持有效状态，[/center]
施法者每 %cld 等级加上 %adr 轮，[/center]
当目标跳跃时会触发。”[/center]
[/结尾]","Jumping[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Causes target to jump at twice natural capacity.[/center]
After being cast, spell remains active for %bdr round(s),[/center]
plus %adr round(s) for every %cld level(s) of caster,[/center]
and will trigger when target jumps.""[/center]
[/end]"
1408,"%fx1 几乎消灭了 %fx2 军队。 %fx1 赢得了战争！[/record]
%fx2 丢失。 %fx2 已要求无条件投降。战争结束了。[/记录]
%fx1大军席卷首都。 %fx2已被击败。[/end]","%fx1 almost wiped out the %fx2 army. %fx1 has won the war![/record]
%fx2 lost. %fx2 has demanded unconditional surrender. The war is over.[/record]
The %fx1 army swept into the capital. %fx2 has been defeated.[/end]"
1377,"肉搏战是一项每当检查时都会检查的技能[/center]
一个人试图用[/center]攻击目标
拳打脚踢。[/center]
[/结尾]","Hand-to-Hand is a skill checked whenever[/center]
one attempts to strike a target with a[/center]
punch or a kick.[/center]
[/end]"
1287,"安抚人形生物[/center]
持续时间：%bdr + %adr 每 %cld 级别[/center]
几率：每 %clc 等级 %bch + %ach[/center]
幅度：N/A + N/A 每 N/A 级别[/center]
“安抚人形生物。成功的基本机会[/center]
是 %bch，加上每个 %clc[/center] 的额外 %ach
施法者的等级。绥靖将持续[/center]
对于 %bdr 轮，加上 %adr 轮[/center]
对于施法者的每 %cld 等级。""[/center]
[/结尾]","Pacify Humanoid[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: N/A + N/A per N/A level(s)[/center]
""Pacifies humanoid creatures. Base chance for success[/center]
is %bch, plus an additional %ach for every %clc[/center]
level(s) of the caster. Pacification will last[/center]
for %bdr round(s), plus %adr round(s)[/center]
for every %cld level(s) of caster.""[/center]
[/end]"
1302,"传送[/中心]
持续时间：N/A + N/A 每 N/A 级别[/中心]
几率：每 %clc 等级 %bch + %ach[/center]
幅度：N/A + N/A 每 N/A 级别[/center]
“将施法者传送到选定的位置。施法者[/center]
必须首先在指定位置施展法术，[/center]
稍后就可以传送到那里。每个铸件[/中心]
将允许施法者改变[/center]的目标位置
咒语。成功几率为 %bch，加上 %ach every[/center]
%cld 施法者等级。""[/center]
[/结尾]","Teleport[/center]
Duration: N/A + N/A per N/A level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: N/A + N/A per N/A level(s)[/center]
""Teleports caster to a chosen location. The caster[/center]
must cast the spell in the designated location initially,[/center]
then will be able to teleport there later. Each casting[/center]
will allow the caster to change the target location of[/center]
the spell. Chance of success is %bch, plus %ach every[/center]
%cld level(s) of the caster.""[/center]
[/end]"
1298,"发现宝藏[/center]
持续时间：%bdr + %adr 每 %cld 级别[/center]
几率：每 %clc 等级 %bch + %ach[/center]
幅度：N/A + N/A 每 N/A 级别[/center]
“施法者能够探测到 30 英尺圆锥体中的所有宝藏[/center]
从脚轮投射。成功几率为 %bch,[/center]
施法者每 %cld 等级加上 %ach。法术[/中心]
将在 %bdr 轮中保持活跃状态​​，再加上 %adr 轮[/center]
对于施法者的每 %cld 等级。""[/center]
[/结尾]","Detect Treasure[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: N/A + N/A per N/A level(s)[/center]
""Caster is able to detect all treasure in a 30' cone[/center]
projected from caster. Chance of success is %bch,[/center]
plus %ach every %cld level(s) of the caster. Spell[/center]
will remain active for %bdr round(s), plus %adr round(s)[/center]
for every %cld level(s) of caster.""[/center]
[/end]"
920,"甜蜜的一天，如此凉爽，如此平静和明亮[/记录]
保护自己免受嫉妒的伤害[/记录]
和平，我的爱，我厌倦了战斗[/记录]
让我们将爱举向光明[/record]
丰收与枯萎[/记录]
不要怜悯我的悲惨处境！[/记录]
我们竭尽全力的奋斗[/记录]
她是他的夫人，他是她的骑士[/记录]
你行走如夜般美丽[/记录]
你因嫉妒而痛苦[/记录]
我诅咒我的眼睛，因为它们的视力[/记录]
我在田野里发现了一匹如此白的马[/记录]
来吧我的爱人，黄昏时来吧[/记录]
亲爱的，我很高兴[/记录]
我在没有灯的房间里[/记录]
我愿意付出一切来抱紧你[/record]
今晚我很想带你回家[/记录]
今晚就将我拥入怀中[/结束]","Sweet day, so cool, so calm and bright[/record]
Shelter yourself from jealousy's bite[/record]
Peace, my love, I weary of the fight[/record]
Let us hold our love up to the light[/record]
Harvests come of plenty and blight[/record]
Pity not me my sorrowful plight![/record]
Struggle we do with all our might[/record]
She was his lady and he her knight[/record]
Walketh thou in beauty like the night[/record]
Thou paineth me of jealous spite[/record]
I curse my eyes for their sight[/record]
I spy in the field a horse so white[/record]
Come my love, come at twilight[/record]
Of thee, dear, I do delight[/record]
I am in the room without a light[/record]
I would give anything to hold you tight[/record]
I would love to take you home tonight[/record]
Take me in your arms this very night[/end]"
919,"我送花给你撒花[/记录]
你的头发如夜般黑，你的眼睛如白昼般明亮[/记录]
和一个奶奶，奶奶，奶奶，奶奶，嘿！[/记录]
我的身体躺在一枝花上[/记录]
像孩子一样，我们在金田里玩耍[/记录]
我们这些傻瓜为爱付出了多大的代价！[/记录]
就像暴风雨前的乌云，我变灰了[/记录]
亲爱的，请留在我身边！[/记录]
我的爱像坚强的枝条，永不摇晃[/record]
你摘下的花来制作你的花束[/记录]
舞者们开始他们悲伤的芭蕾[/记录]
现在让我们趁着可以运动的时候[/记录]
亲爱的，你离我那么远[/记录]
每天浪费一千个小时[/记录]
你就这么抛弃我吗？[/结束]","I got me flowers to strew thy way[/record]
Thy hair night-black, thy eyes bright as day[/record]
With a nonny, nonny, nonny, nonny, hey![/record]
On a bough of flowers, my body lay[/record]
Like children, in gold fields we play[/record]
What price for love we fools do pay![/record]
Like clouds fore the storm, I turn gray[/record]
My darling, beside me please stay![/record]
My love like a strong branch ne'er will sway[/record]
Flowers you pluck to make your bouquet[/record]
The dancers begin their sad ballet[/record]
Now let us sport while we may[/record]
My love, thou art so far far away[/record]
A thousand wasted hours every day[/record]
Would thou simply throw me away?[/end]"
1015,"欧格玛无限[/中心]
价值：50000金币[/center]
重量：%kg 公斤[/center]
[/结尾]","Oghma Infinium[/center]
Worth: 50000 gold[/center]
Weight: %kg kilograms[/center]
[/end]"
1206,"持续伤害——法术点[/center]
持续时间：%bdr + %adr 每 %cld 级别[/center]
几率：每 %clc 等级 %bch + %ach[/center]
震级：%1bm - %2bm + %1am - %2am[/center]
每 %clm 级别[/center]
“导致目标的法术点受到伤害。[/center]
目标将失去%1bm到%2bm法术点[/center]
每轮，每 %clm 等级加 %1am 至 %2am 积分[/center]
施法者的。”[/center]
[/结尾]","Continuous Damage -- Spell Points[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Causes target's Spell Points to be damaged.[/center]
Target will lose %1bm to %2bm Spell Points[/center]
every round, plus %1am to %2am points for every %clm level(s)[/center]
of the caster.""[/center]
[/end]"
1240,"治愈力量[/中心]
持续时间：%bdr + %adr 每 %cld 级别[/center]
几率：每 %clc 等级 %bch + %ach[/center]
震级：%1bm - %2bm + %1am - %2am[/center]
每 %clm 级别[/center]
“治愈目标的力量。[/center]
目标将治愈 %1bm 至 %2bm 点力量，[/center]
每 %clm 级别加 %1am 至 %2am 积分[/center]
施法者的力量直到目标的力量[/center]
处于正常水平。”[/center]
[/结尾]","Heal Strength[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Heals target's Strength.[/center]
Target will heal %1bm to %2bm points of Strength,[/center]
plus %1am to %2am points for every %clm level(s)[/center]
of the caster until target's Strength[/center]
is at its normal level.""[/center]
[/end]"
